,Giới tính,Quốc tịch,Hóa đơn tiền điện,Số tiền vay,Mục đích vay,Gia đình,Thời gian tại công việc hiện tại,Tuổi,Tài sản đảm bảo,Nợ xấu,Khoảng cách đến điểm giao dịch gần nhất (  km ),Học vấn,Thời gian vay (tháng),Khả năng trả nợ
277,1,1,376000,590400000,5,1,3,31,1,0,4,4,15,1
15,1,1,650000,100000000,5,1,3,31,1,0,4,4,15,1
2965,2,1,720000,237700000,3,2,4,32,0,1,4,4,9,1
2283,2,1,208000,236400000,2,3,5,40,0,1,2,2,12,1
428,2,1,168000,379900000,3,2,4,31,1,1,4,4,12,1
2135,1,1,704000,598100000,5,1,3,31,1,0,4,4,15,1
1785,1,1,536000,298900000,5,1,3,31,1,0,4,4,15,1
2023,1,1,704000,414500000,5,2,1,25,0,1,2,2,5,1
1561,2,1,408000,315400000,2,2,5,31,1,0,4,1,12,1
689,1,2,440000,35000000,3,1,4,30,0,0,1,1,3,1
2965,2,1,720000,237700000,3,2,4,32,0,1,4,4,9,1
2528,1,1,576000,172700000,5,1,3,31,1,0,4,4,15,1
1391,2,1,352000,285600000,3,2,5,31,1,1,2,1,12,1
92,1,1,600000,365800000,1,2,1,25,0,1,2,2,5,1
1547,2,1,264000,387800000,3,2,4,32,0,1,3,4,9,1
617,2,1,424000,241500000,5,2,4,32,0,1,3,4,9,1
1068,2,1,632000,264100000,3,1,3,32,0,1,4,3,9,1
2279,2,1,224000,211200000,2,2,5,31,1,1,2,1,12,1
1156,2,1,560000,430300000,2,2,5,31,1,1,4,1,12,1
1452,2,2,560000,253100000,5,2,2,25,0,0,2,2,6,1
428,2,1,168000,379900000,3,2,4,31,1,1,4,4,12,1
2932,2,1,736000,355800000,3,1,3,32,0,1,2,3,9,1
2780,2,1,392000,398500000,3,3,5,37,0,0,2,2,3,1
2557,1,1,584000,329200000,1,2,1,25,0,1,4,2,5,1
803,2,1,144000,336100000,2,3,5,40,0,1,2,2,15,1
1885,2,1,496000,151800000,3,2,4,32,0,1,3,4,3,1
416,2,1,376000,56400000,3,1,4,35,1,1,1,1,6,1
502,2,1,168000,248500000,2,3,5,40,0,1,2,2,12,1
1977,1,1,488000,114200000,3,1,5,45,1,0,1,2,15,1
5,2,1,350000,500000000,2,3,5,40,0,1,2,2,12,1
329,1,1,144000,491300000,3,1,5,45,1,0,1,4,15,1
2306,2,1,688000,334500000,3,2,4,31,1,1,4,4,12,1
1135,2,1,544000,273800000,2,3,5,40,0,1,3,2,12,1
1948,1,1,688000,592900000,5,1,3,31,1,0,4,4,15,1
2838,2,1,496000,595300000,1,2,4,32,0,1,3,4,15,1
500,1,1,136000,447600000,1,2,2,25,1,0,2,2,9,1
1810,1,1,640000,234300000,5,1,3,31,1,0,4,4,15,1
2960,1,1,176000,592400000,1,2,1,25,0,1,2,4,5,1
918,2,1,224000,290200000,3,2,4,31,1,1,4,4,12,1
2380,1,1,512000,332600000,1,2,1,25,0,1,2,2,5,1
2437,2,1,768000,479100000,3,2,4,31,1,1,4,4,12,1
37,2,1,752000,343500000,3,2,4,32,0,1,3,4,9,1
930,2,1,256000,28500000,2,3,5,40,0,1,2,2,12,1
2295,2,1,192000,494500000,2,3,5,40,0,1,2,2,12,1
612,1,1,496000,595700000,3,2,1,25,0,1,2,2,5,1
48,2,1,784000,296100000,3,1,3,32,0,1,4,3,9,1
597,1,1,736000,483000000,5,1,3,31,1,0,4,4,15,1
2268,1,1,752000,473700000,5,1,3,31,1,0,4,4,15,1
2099,2,1,496000,310000000,3,2,4,31,1,1,4,4,12,1
1137,1,1,88000,168500000,1,2,1,25,0,1,3,2,5,1
1133,1,1,136000,318200000,5,1,3,31,1,0,4,4,15,1
2160,1,1,224000,93500000,2,1,3,31,1,0,4,4,15,1
1167,2,1,472000,367200000,3,2,4,32,0,1,2,4,9,1
2773,1,1,720000,351200000,2,2,1,25,0,1,2,2,5,1
2740,1,2,208000,309900000,5,1,4,30,0,0,3,1,3,1
1948,1,1,688000,592900000,5,1,3,31,1,0,4,4,15,1
1490,1,1,640000,312700000,5,1,3,31,1,0,4,4,15,1
2135,1,1,704000,598100000,5,1,3,31,1,0,4,4,15,1
350,2,1,520000,126400000,2,3,5,40,0,1,2,2,12,1
2877,2,1,800000,568700000,2,2,4,31,1,1,4,4,12,1
2047,2,1,552000,102000000,2,2,4,32,0,1,3,4,9,1
1131,1,1,712000,59600000,5,3,5,36,1,0,2,2,12,1
840,2,1,288000,353300000,3,1,3,32,0,1,4,3,9,1
1185,1,1,88000,513000000,1,2,1,25,0,1,1,2,5,1
1335,1,1,328000,280900000,1,2,1,25,0,1,2,2,5,1
1625,1,1,424000,380500000,1,2,1,25,0,1,3,2,5,1
492,1,1,336000,163700000,5,3,5,45,1,1,3,2,5,1
2072,2,1,512000,575400000,2,2,4,32,0,1,3,4,9,1
1938,2,1,496000,169700000,2,3,5,40,0,1,2,2,12,1
1815,1,1,664000,275200000,5,1,3,31,1,0,4,4,15,1
1056,2,1,608000,569800000,2,3,5,40,0,1,2,2,12,1
1135,2,1,544000,273800000,2,3,5,40,0,1,3,2,12,1
2016,2,1,328000,227700000,2,1,3,32,0,1,4,3,9,1
2921,2,1,336000,433900000,3,2,4,32,0,0,3,4,9,1
1239,2,1,480000,391200000,2,2,5,31,1,1,2,1,12,1
2947,2,1,472000,109100000,2,3,5,34,1,0,3,2,12,1
2747,1,2,312000,309900000,3,3,5,35,1,1,4,4,3,1
815,2,1,352000,208200000,3,1,3,32,0,1,4,3,9,1
964,2,1,776000,468300000,3,1,3,32,0,1,4,3,9,1
2910,2,1,600000,47800000,4,2,3,29,1,0,3,2,5,1
2810,1,1,360000,388700000,2,2,1,25,0,1,2,2,3,1
1038,2,1,312000,108400000,3,2,4,32,0,1,3,4,9,1
2562,2,1,424000,413200000,3,2,4,32,0,1,3,4,9,1
583,2,1,424000,204100000,2,2,5,31,1,1,2,1,12,1
16,2,1,180000,180000000,3,2,4,31,1,1,4,4,12,1
2981,2,1,576000,41300000,2,3,5,40,0,0,2,1,8,1
1344,2,1,392000,574300000,3,2,4,31,1,1,4,4,12,1
290,2,1,664000,437100000,2,3,5,40,0,1,2,2,12,1
1452,2,2,560000,253100000,5,2,2,25,0,0,2,2,6,1
2023,1,1,704000,414500000,5,2,1,25,0,1,2,2,5,1
477,2,1,448000,436900000,2,3,5,40,0,1,2,2,12,1
2120,2,1,544000,123800000,2,2,4,32,0,1,2,4,9,1
2649,2,1,376000,240200000,3,1,3,32,0,1,4,3,9,1
155,1,2,776000,181300000,2,1,4,30,0,0,3,1,3,1
327,1,1,296000,407500000,1,2,1,25,0,1,2,2,5,1
1428,1,1,432000,240700000,2,1,3,31,1,0,4,4,15,1
1056,2,1,608000,569800000,2,3,5,40,0,1,2,2,12,1
2947,2,1,472000,109100000,2,3,5,34,1,0,3,2,12,1
1052,2,1,352000,58700000,2,2,5,31,1,1,2,1,12,1
2171,2,1,384000,19700000,3,1,5,32,1,0,2,1,12,1
1863,1,1,576000,77600000,5,1,3,31,1,0,4,4,15,1
2818,1,1,272000,477000000,5,1,3,31,1,0,4,4,3,1
2444,2,1,432000,156900000,3,1,3,32,0,1,4,3,9,1
2246,2,1,288000,344500000,3,2,4,31,1,1,4,4,12,1
1503,2,1,392000,245400000,3,3,5,40,0,1,2,2,12,1
85,2,1,640000,77800000,3,2,4,32,0,1,3,4,9,1
2028,2,1,96000,572300000,3,2,4,32,0,1,3,4,9,1
512,1,1,416000,255100000,5,1,3,31,1,0,4,4,15,1
2349,1,1,728000,174200000,2,1,4,40,1,0,2,4,6,1
520,2,1,520000,555000000,3,1,3,32,0,1,4,3,9,1
803,2,1,144000,336100000,2,3,5,40,0,1,2,2,15,1
1782,2,1,728000,72300000,3,2,4,32,0,1,3,2,9,1
2895,1,1,568000,490700000,3,1,5,45,1,0,2,4,15,1
2171,2,1,384000,19700000,3,1,5,32,1,0,2,1,12,1
383,1,1,480000,236400000,5,1,3,31,1,0,4,4,15,1
141,1,1,112000,155400000,3,1,4,29,1,0,3,4,12,1
704,2,1,416000,378100000,5,3,5,37,0,0,3,2,3,1
2283,2,1,208000,236400000,2,3,5,40,0,1,2,2,12,1
2042,2,1,208000,43300000,3,2,5,31,1,1,2,1,12,1
1388,2,1,632000,79300000,3,1,3,32,0,1,4,3,9,1
637,1,1,128000,168200000,1,2,1,25,0,1,2,2,5,1
1958,2,1,720000,131600000,2,1,3,32,0,0,1,3,8,1
1588,2,1,328000,342900000,2,3,5,40,0,1,4,2,8,1
1773,1,1,336000,511800000,5,1,3,31,1,0,4,4,15,1
55,1,1,656000,516700000,1,2,1,25,0,1,2,2,5,1
2199,1,1,224000,455000000,2,3,5,36,1,0,3,2,9,1
2365,2,1,784000,60400000,3,1,4,35,1,0,1,1,6,1
1031,2,1,648000,569200000,2,3,5,40,0,1,2,2,12,1
1696,2,1,616000,575600000,2,3,5,40,0,1,2,2,12,1
822,2,1,544000,318100000,2,3,5,40,0,1,2,2,12,1
1491,2,1,232000,105300000,3,2,4,31,1,1,4,4,12,1
564,2,1,232000,278600000,2,2,5,31,1,1,2,1,12,1
1948,1,1,688000,592900000,5,1,3,31,1,0,4,4,15,1
1561,2,1,408000,315400000,2,2,5,31,1,0,4,1,12,1
357,2,1,504000,36400000,3,2,4,32,0,1,3,4,9,1
1459,1,1,432000,465800000,5,2,2,25,1,0,2,2,9,1
1031,2,1,648000,569200000,2,3,5,40,0,1,2,2,12,1
903,2,1,688000,245600000,2,2,5,31,1,1,2,1,12,1
697,1,1,176000,31800000,3,2,1,25,0,1,2,2,5,1
2109,2,1,728000,554500000,2,2,5,31,1,1,3,1,12,1
2928,2,1,112000,212300000,2,3,5,34,1,1,4,2,3,1
1848,2,1,280000,248700000,3,1,3,32,0,1,4,3,9,1
1830,2,1,392000,274300000,2,3,5,40,0,1,2,2,12,1
2242,2,1,256000,120900000,3,2,4,32,0,1,3,4,9,1
2951,2,1,792000,287100000,3,1,3,32,0,1,2,3,15,1
428,2,1,168000,379900000,3,2,4,31,1,1,4,4,12,1
2841,1,1,280000,309100000,5,1,3,31,1,0,4,2,9,1
568,2,1,648000,438500000,2,3,5,40,0,1,2,1,12,1
2873,2,1,360000,256000000,2,2,4,32,0,1,3,4,9,1
808,2,1,784000,280100000,3,2,4,31,1,1,4,4,3,1
766,2,1,472000,205100000,1,2,4,31,1,1,4,4,12,1
2456,2,1,528000,123700000,3,2,4,31,1,1,4,4,12,1
55,1,1,656000,516700000,1,2,1,25,0,1,2,2,5,1
564,2,1,232000,278600000,2,2,5,31,1,1,2,1,12,1
2290,2,1,208000,499300000,3,2,4,32,0,1,3,4,9,1
930,2,1,256000,28500000,2,3,5,40,0,1,2,2,12,1
564,2,1,232000,278600000,2,2,5,31,1,1,2,1,12,1
175,2,1,224000,414400000,3,1,3,32,0,1,4,3,9,1
1146,2,1,520000,188100000,3,2,4,31,1,1,4,4,12,1
2958,2,1,624000,57900000,2,3,5,40,0,1,3,4,12,1
2421,2,1,632000,54800000,3,1,3,32,0,1,4,3,9,1
472,2,1,288000,470700000,3,2,4,32,0,1,3,4,9,1
1459,1,1,432000,465800000,5,2,2,25,1,0,2,2,9,1
350,2,1,520000,126400000,2,3,5,40,0,1,2,2,12,1
2215,2,1,432000,325000000,3,1,4,35,1,1,3,1,3,1
2667,2,1,784000,525400000,3,2,4,31,1,1,4,4,12,1
1041,1,1,784000,452600000,5,1,3,31,1,0,4,4,15,1
2794,2,1,528000,509300000,3,2,4,31,1,1,4,4,12,1
2861,2,1,392000,460900000,3,2,4,32,0,1,3,4,9,1
1008,2,1,568000,34900000,2,3,5,40,0,1,2,2,12,1
258,2,2,656000,369700000,4,2,2,25,0,0,2,2,6,1
2332,1,1,304000,388200000,2,1,4,36,1,0,2,1,9,1
40,1,1,648000,386400000,5,1,3,31,1,0,4,4,15,1
903,2,1,688000,245600000,2,2,5,31,1,1,2,1,12,1
2951,2,1,792000,287100000,3,1,3,32,0,1,2,3,15,1
1948,1,1,688000,592900000,5,1,3,31,1,0,4,4,15,1
484,2,1,320000,493700000,3,2,4,32,0,1,3,4,9,1
2518,2,1,608000,462000000,2,3,5,40,0,1,2,2,12,1
85,2,1,640000,77800000,3,2,4,32,0,1,3,4,9,1
2873,2,1,360000,256000000,2,2,4,32,0,1,3,4,9,1
1228,1,1,264000,450400000,5,1,3,31,1,0,4,4,15,1
1075,2,1,464000,216600000,2,3,5,40,0,1,3,2,12,1
1291,2,1,440000,74200000,2,3,5,40,0,1,2,2,12,1
1405,1,1,424000,233300000,5,1,3,31,1,0,4,4,15,1
778,2,1,288000,247000000,2,3,5,40,0,1,2,2,12,1
504,1,1,184000,581800000,1,2,1,25,0,1,2,2,5,1
2171,2,1,384000,19700000,3,1,5,32,1,0,2,1,12,1
749,2,1,512000,461500000,5,2,3,29,1,0,2,2,5,1
2199,1,1,224000,455000000,2,3,5,36,1,0,3,2,9,1
2171,2,1,384000,19700000,3,1,5,32,1,0,2,1,12,1
2910,2,1,600000,47800000,4,2,3,29,1,0,3,2,5,1
2413,1,1,384000,290100000,5,1,3,31,1,0,4,4,15,1
1630,2,1,704000,300400000,3,2,4,32,0,1,2,4,9,1
1266,2,1,344000,112200000,2,3,5,40,0,1,2,2,12,1
1146,2,1,520000,188100000,3,2,4,31,1,1,4,4,12,1
479,1,1,704000,157900000,1,2,1,25,0,1,2,1,5,1
2838,2,1,496000,595300000,1,2,4,32,0,1,3,4,15,1
2947,2,1,472000,109100000,2,3,5,34,1,0,3,2,12,1
461,2,1,424000,214900000,2,2,5,31,1,1,2,4,12,1
391,2,1,456000,355300000,3,1,3,32,0,1,4,3,9,1
2127,1,1,656000,101300000,3,2,1,25,0,1,2,2,5,1
2815,2,1,632000,403000000,1,2,4,32,0,1,3,4,8,1
1343,1,1,280000,34200000,5,1,3,31,1,0,4,4,15,1
189,2,1,200000,215600000,3,2,4,32,0,1,3,4,9,1
101,2,1,664000,334700000,3,2,4,31,1,1,2,4,12,1
1634,2,1,192000,174500000,3,2,4,31,1,1,2,4,12,1
1056,2,1,608000,569800000,2,3,5,40,0,1,2,2,12,1
1057,2,1,712000,92600000,3,2,4,32,0,1,3,4,9,1
2565,1,1,504000,46300000,5,1,3,31,1,0,4,4,15,1
2747,1,2,312000,309900000,3,3,5,35,1,1,4,4,3,1
1443,2,1,552000,53300000,3,2,4,32,0,1,3,4,9,1
2718,1,1,456000,67600000,3,1,3,36,1,0,4,4,6,1
2868,1,1,352000,397100000,4,2,1,25,0,1,2,2,5,1
2160,1,1,224000,93500000,2,1,3,31,1,0,4,4,15,1
1436,2,1,360000,487400000,3,3,5,40,0,1,2,2,12,1
1228,1,1,264000,450400000,5,1,3,31,1,0,4,4,15,1
2197,1,1,528000,549300000,5,1,4,40,1,0,3,4,8,1
1491,2,1,232000,105300000,3,2,4,31,1,1,4,4,12,1
647,2,1,736000,262100000,5,3,5,40,0,1,4,2,12,1
2900,2,1,152000,68600000,3,3,5,37,0,0,2,2,3,1
5,2,1,350000,500000000,2,3,5,40,0,1,2,2,12,1
2917,1,1,392000,121900000,3,1,4,29,1,0,1,4,12,1
2004,1,1,440000,293200000,2,1,4,40,1,0,2,4,8,1
1317,2,1,664000,52800000,3,2,4,32,0,1,3,4,9,1
2333,2,1,728000,310900000,5,2,3,29,1,0,3,2,12,1
1535,2,1,312000,37500000,3,2,4,32,0,1,3,4,9,1
1100,1,1,624000,504400000,1,2,1,25,0,1,3,4,5,1
492,1,1,336000,163700000,5,3,5,45,1,1,3,2,5,1
715,2,1,584000,264900000,5,1,3,32,0,0,4,4,8,1
1549,2,1,688000,581500000,5,3,5,37,0,0,2,2,3,1
1113,1,1,256000,97200000,5,3,5,45,1,1,2,2,5,1
427,1,1,368000,101300000,5,1,3,31,1,0,4,4,15,1
2354,2,1,544000,112300000,3,2,4,31,1,0,4,4,15,1
2831,2,1,720000,414800000,5,3,5,40,0,1,2,2,8,1
2028,2,1,96000,572300000,3,2,4,32,0,1,3,4,9,1
870,2,1,608000,271000000,2,3,5,40,0,1,2,2,12,1
1900,1,1,800000,35500000,5,1,3,31,1,0,4,4,3,1
2123,1,1,568000,296200000,3,1,3,31,1,0,4,4,15,1
277,1,1,376000,590400000,5,1,3,31,1,0,4,4,15,1
2841,1,1,280000,309100000,5,1,3,31,1,0,4,2,9,1
1370,2,1,496000,334300000,3,3,5,40,0,1,2,2,12,1
749,2,1,512000,461500000,5,2,3,29,1,0,2,2,5,1
1682,2,1,624000,356900000,3,2,4,31,1,1,2,4,12,1
1487,2,1,600000,121900000,3,2,4,32,0,1,3,4,9,1
1229,2,1,336000,208600000,3,2,4,31,1,1,4,4,12,1
1874,2,1,384000,338400000,2,2,5,31,1,1,2,1,9,1
2260,1,1,88000,297500000,1,2,1,25,0,1,2,2,5,1
2696,1,2,88000,140400000,2,1,4,30,0,0,3,1,3,1
637,1,1,128000,168200000,1,2,1,25,0,1,2,2,5,1
647,2,1,736000,262100000,5,3,5,40,0,1,4,2,12,1
2347,1,1,264000,452300000,3,1,5,45,1,1,1,4,8,1
90,2,1,616000,373500000,2,3,5,40,0,1,2,2,12,1
642,2,1,192000,166300000,5,2,4,32,0,1,2,4,9,1
2511,2,1,496000,126600000,3,1,3,32,0,1,4,3,9,1
1775,2,1,304000,84500000,2,3,5,40,0,1,2,1,12,1
571,2,1,792000,439000000,3,3,5,37,0,0,2,1,3,1
631,2,1,160000,161100000,3,2,5,31,1,1,2,1,12,1
1015,2,1,800000,227900000,3,2,4,32,0,1,3,4,9,1
239,2,1,264000,262500000,3,3,5,37,0,0,2,2,3,1
2340,2,2,784000,460000000,3,2,2,28,1,0,3,3,5,1
2354,2,1,544000,112300000,3,2,4,31,1,0,4,4,15,1
559,2,2,432000,62800000,4,2,2,25,0,0,2,1,6,1
1659,2,1,608000,49500000,3,2,4,31,1,1,1,4,12,1
182,2,1,144000,583500000,2,3,5,40,0,1,2,2,12,1
2975,1,2,712000,507100000,2,1,4,30,0,0,3,4,12,1
309,2,1,448000,94700000,4,2,3,29,1,0,3,2,5,1
1284,2,1,728000,417100000,3,1,3,32,0,1,4,3,3,1
2436,1,1,520000,172400000,5,1,3,31,1,0,4,4,15,1
532,2,1,464000,350200000,3,2,4,32,0,1,3,4,9,1
2221,2,1,432000,245700000,3,2,4,31,1,1,2,4,12,1
1216,1,1,96000,373000000,5,1,3,31,1,0,4,4,9,1
1689,2,1,312000,565500000,3,1,3,32,0,1,4,3,9,1
239,2,1,264000,262500000,3,3,5,37,0,0,2,2,3,1
2477,2,1,720000,177900000,3,2,4,32,0,1,3,4,9,1
1277,2,1,480000,96500000,3,2,4,31,1,1,4,4,5,1
1983,1,1,600000,386200000,5,1,3,31,1,0,4,4,15,1
1160,2,1,232000,221900000,2,3,5,40,0,1,3,2,12,1
2718,1,1,456000,67600000,3,1,3,36,1,0,4,4,6,1
2604,1,1,464000,258300000,5,1,3,31,1,0,1,4,15,1
504,1,1,184000,581800000,1,2,1,25,0,1,2,2,5,1
761,1,1,408000,356600000,2,1,4,40,1,0,2,4,8,1
1547,2,1,264000,387800000,3,2,4,32,0,1,3,4,9,1
2555,2,1,648000,535500000,2,3,5,40,0,1,4,2,12,1
1131,1,1,712000,59600000,5,3,5,36,1,0,2,2,12,1
115,2,1,208000,90900000,2,3,5,40,0,1,2,2,12,1
2369,1,1,272000,237400000,3,1,4,29,1,0,3,4,12,1
1015,2,1,800000,227900000,3,2,4,32,0,1,3,4,9,1
1085,1,1,776000,120700000,5,1,3,31,1,0,2,4,15,1
1528,2,1,136000,471300000,2,3,5,40,0,1,2,2,12,1
1692,2,1,88000,124400000,2,2,5,31,1,1,2,1,12,1
1018,1,1,584000,504700000,5,1,3,31,1,0,4,4,15,1
513,2,1,632000,570600000,3,2,4,31,1,1,4,4,12,1
1510,2,1,88000,433200000,3,2,4,32,0,1,3,4,9,1
71,2,1,664000,102400000,3,1,3,32,0,1,4,3,9,1
64,2,1,576000,96300000,3,2,4,31,1,1,4,4,12,1
2718,1,1,456000,67600000,3,1,3,36,1,0,4,4,6,1
2076,2,1,440000,452700000,3,2,4,31,1,1,4,4,12,1
1317,2,1,664000,52800000,3,2,4,32,0,1,3,4,9,1
621,2,1,328000,301500000,2,2,4,31,1,1,4,4,12,1
689,1,2,440000,35000000,3,1,4,30,0,0,1,1,3,1
1777,1,1,216000,160200000,1,2,1,25,0,1,2,2,5,1
416,2,1,376000,56400000,3,1,4,35,1,1,1,1,6,1
418,1,2,432000,264100000,5,3,5,35,1,1,4,4,3,1
789,2,1,672000,336400000,3,2,4,31,1,1,4,4,5,1
2397,2,1,144000,423700000,4,2,3,29,1,0,2,1,5,1
2917,1,1,392000,121900000,3,1,4,29,1,0,1,4,12,1
2276,2,1,120000,279800000,3,1,3,32,0,1,4,3,9,1
941,2,1,384000,72500000,3,1,3,32,0,1,4,3,9,1
205,2,1,760000,264500000,2,3,5,40,0,1,2,2,12,1
2269,2,1,512000,34600000,3,2,4,31,1,1,4,4,12,1
2818,1,1,272000,477000000,5,1,3,31,1,0,4,4,3,1
2744,2,1,368000,410100000,4,1,5,32,1,0,3,1,12,1
1623,2,1,640000,157500000,2,3,5,40,0,1,2,2,12,1
576,2,1,200000,480700000,2,3,5,34,1,0,1,4,3,1
1351,2,1,640000,572800000,3,1,3,32,0,1,4,3,9,1
320,2,1,528000,171500000,3,2,4,32,0,1,4,4,9,1
205,2,1,760000,264500000,2,3,5,40,0,1,2,2,12,1
1689,2,1,312000,565500000,3,1,3,32,0,1,4,3,9,1
2818,1,1,272000,477000000,5,1,3,31,1,0,4,4,3,1
635,2,1,144000,560700000,3,3,5,40,0,1,2,2,12,1
1388,2,1,632000,79300000,3,1,3,32,0,1,4,3,9,1
1239,2,1,480000,391200000,2,2,5,31,1,1,2,1,12,1
30,2,1,400000,284700000,2,3,5,40,0,1,2,2,12,1
2923,2,1,528000,320100000,3,3,5,37,0,0,2,2,3,1
1113,1,1,256000,97200000,5,3,5,45,1,1,2,2,5,1
2685,1,1,328000,499000000,2,1,4,40,1,0,2,4,8,1
2931,1,2,520000,324800000,2,1,4,30,0,1,4,1,3,1
1567,1,1,168000,142400000,1,2,1,25,0,0,2,2,3,1
2711,2,1,104000,557700000,3,2,3,29,1,0,3,2,5,1
1162,1,1,288000,116300000,1,2,1,25,0,1,4,2,5,1
200,2,1,328000,132200000,3,1,3,32,0,1,4,3,9,1
2688,2,1,656000,293800000,3,3,5,37,0,0,2,2,3,1
852,2,1,320000,68200000,3,2,4,32,0,1,3,4,9,1
815,2,1,352000,208200000,3,1,3,32,0,1,4,3,9,1
2042,2,1,208000,43300000,3,2,5,31,1,1,2,1,12,1
189,2,1,200000,215600000,3,2,4,32,0,1,3,4,9,1
2146,2,1,680000,482400000,3,2,5,31,1,1,2,1,12,1
2127,1,1,656000,101300000,3,2,1,25,0,1,2,2,5,1
941,2,1,384000,72500000,3,1,3,32,0,1,4,3,9,1
1487,2,1,600000,121900000,3,2,4,32,0,1,3,4,9,1
2831,2,1,720000,414800000,5,3,5,40,0,1,2,2,8,1
352,1,1,688000,171600000,1,2,1,25,0,1,2,2,5,1
323,1,1,104000,54900000,5,1,3,31,1,0,4,4,15,1
290,2,1,664000,437100000,2,3,5,40,0,1,2,2,12,1
1026,2,1,208000,73100000,3,1,3,32,0,1,4,3,9,1
435,2,1,216000,311200000,3,1,3,32,0,1,4,3,9,1
2868,1,1,352000,397100000,4,2,1,25,0,1,2,2,5,1
1740,1,1,624000,464700000,1,2,1,25,0,1,2,2,5,1
1599,2,1,472000,325300000,3,2,4,31,1,1,1,4,12,1
1773,1,1,336000,511800000,5,1,3,31,1,0,4,4,15,1
583,2,1,424000,204100000,2,2,5,31,1,1,2,1,12,1
647,2,1,736000,262100000,5,3,5,40,0,1,4,2,12,1
1659,2,1,608000,49500000,3,2,4,31,1,1,1,4,12,1
2601,2,1,256000,48600000,3,2,4,32,0,1,2,4,9,1
2898,2,1,392000,182800000,3,2,4,32,0,1,3,4,9,1
26,2,1,180000,180000000,2,2,5,31,1,1,2,1,12,1
1170,1,1,760000,54200000,5,1,3,31,1,0,2,4,15,1
2736,2,1,568000,96500000,3,2,3,29,1,0,3,2,5,1
2380,1,1,512000,332600000,1,2,1,25,0,1,2,2,5,1
538,2,1,384000,227400000,3,1,3,32,0,1,4,3,9,1
312,2,1,600000,486100000,3,1,4,35,1,1,2,1,6,1
527,1,1,360000,491600000,1,2,1,25,0,1,2,2,5,1
2204,2,1,712000,525000000,5,2,3,29,1,0,1,2,9,1
1354,2,1,784000,572900000,2,2,5,31,1,1,2,1,12,1
1940,1,1,696000,387400000,1,2,1,25,0,1,2,2,5,1
1015,2,1,800000,227900000,3,2,4,32,0,1,3,4,9,1
2472,1,1,248000,129300000,1,2,1,25,0,1,2,2,5,1
301,2,1,776000,596200000,3,2,4,31,1,1,2,4,12,1
1816,2,1,520000,561400000,3,2,4,31,1,1,4,4,12,1
2873,2,1,360000,256000000,2,2,4,32,0,1,3,4,9,1
2504,2,1,744000,256600000,3,2,4,31,1,1,4,4,12,1
1853,2,1,224000,258000000,2,3,5,40,0,1,2,2,12,1
2638,2,1,200000,258500000,3,2,4,32,0,1,3,4,9,1
1370,2,1,496000,334300000,3,3,5,40,0,1,2,2,12,1
2500,2,1,712000,270500000,3,2,4,32,0,1,3,4,9,1
1671,2,1,656000,431800000,2,3,5,40,0,1,2,2,12,1
430,2,1,608000,263600000,5,2,3,29,1,0,3,2,5,1
1405,1,1,424000,233300000,5,1,3,31,1,0,4,4,15,1
1885,2,1,496000,151800000,3,2,4,32,0,1,3,4,3,1
930,2,1,256000,28500000,2,3,5,40,0,1,2,2,12,1
2838,2,1,496000,595300000,1,2,4,32,0,1,3,4,15,1
910,1,1,376000,193900000,3,1,4,29,1,0,3,4,12,1
2596,1,1,456000,332400000,1,2,1,25,0,1,1,2,5,1
804,2,1,552000,413100000,3,2,4,32,0,1,3,4,6,1
193,2,1,304000,481000000,3,2,4,31,1,1,4,4,12,1
1773,1,1,336000,511800000,5,1,3,31,1,0,4,4,15,1
1793,2,1,136000,127600000,3,1,3,32,0,1,4,1,9,1
2990,2,1,520000,380900000,3,3,5,37,0,1,2,1,12,1
1292,2,1,648000,215500000,3,2,4,32,0,1,3,4,9,1
994,2,1,416000,380400000,3,2,4,31,1,1,4,4,12,1
2090,1,1,776000,361100000,3,2,1,25,0,1,2,2,5,1
2525,2,1,776000,141000000,3,2,4,32,0,1,3,4,9,1
567,2,1,416000,593800000,3,1,4,35,1,1,1,4,6,1
2231,2,1,312000,489000000,2,2,5,31,1,1,4,1,5,1
216,2,1,336000,81500000,3,2,4,31,1,1,4,4,12,1
2566,2,1,112000,173900000,3,2,4,31,1,1,2,4,12,1
465,2,1,160000,147400000,2,3,5,40,0,1,2,4,12,1
2604,1,1,464000,258300000,5,1,3,31,1,0,1,4,15,1
2548,2,1,520000,266000000,3,1,3,32,0,1,4,3,9,1
423,1,1,352000,275600000,2,1,4,40,1,0,2,4,8,1
747,1,2,104000,487400000,3,1,4,30,0,0,3,1,3,1
1863,1,1,576000,77600000,5,1,3,31,1,0,4,4,15,1
1841,2,1,376000,393600000,3,2,4,31,1,1,4,4,12,1
1955,1,2,88000,259900000,2,1,4,30,0,0,3,1,3,1
845,2,1,536000,546300000,2,3,5,40,0,1,2,2,12,1
1001,2,1,328000,528000000,3,1,3,32,0,1,4,3,9,1
1276,1,1,776000,300900000,5,1,3,31,1,0,4,4,3,1
714,2,1,592000,285200000,3,2,3,29,1,0,3,2,5,1
2681,1,1,232000,406300000,1,2,1,25,0,1,2,2,5,1
990,2,1,176000,570200000,3,2,4,32,0,1,3,4,9,1
833,2,1,304000,285300000,3,2,4,31,1,1,4,4,12,1
