ID khách hàng,Giới tính,Quốc tịch,Hóa đơn tiền điện,Số tiền vay,Mục đích vay,Gia đình,Thời gian tại công việc hiện tại,Tuổi,Tài sản đảm bảo,Nợ xấu,Khoảng cách đến điểm giao dịch gần nhất (  km ),Học vấn,Thời gian vay (tháng),Khả năng trả nợ,
115,2. nữ,1. Việt Nam,256000,"68,500,000",3. mua xe,1. Đã kết hôn,4. 4 năm,35,1. Thuộc sở hữu người vay,1. Có nợ xấu,3. 20<x<30,1. Cao học,6,0. Trả nợ đúng hạn,
116,2. nữ,1. Việt Nam,208000,"90,900,000",2. mua nhà,3. Ly hôn,5. Trên 5 năm,40,0. Không thuộc sở hữu người vay,1. Có nợ xấu,2. 10<x<20,2. Đại học,12,1. Không trả nợ đúng hạn,
117,1. nam,2. Nước ngoài,168000,"68,400,000",5. đầu tư chứng khoán,3. Ly hôn,5. Trên 5 năm,35,1. Thuộc sở hữu người vay,1. Có nợ xấu,3. 20<x<30,4. Khác,3,0. Trả nợ đúng hạn,
118,1. nam,1. Việt Nam,112000,"366,800,000",1. Tiêu dùng,2. Độc thân,1. 1 năm,25,0. Không thuộc sở hữu người vay,1. Có nợ xấu,4. x>30,2. Đại học,5,1. Không trả nợ đúng hạn,
119,1. nam,1. Việt Nam,320000,"243,700,000",3. mua xe,1. Đã kết hôn,4. 4 năm,29,1. Thuộc sở hữu người vay,0. Không có nợ xấu,2. 10<x<20,4. Khác,12,0. Trả nợ đúng hạn,
120,1. nam,1. Việt Nam,408000,"281,900,000",3. mua xe,1. Đã kết hôn,5. Trên 5 năm,45,1. Thuộc sở hữu người vay,0. Không có nợ xấu,4. x>30,4. Khác,15,0. Trả nợ đúng hạn,
121,2. nữ,1. Việt Nam,376000,"50,500,000",1. Tiêu dùng,2. Độc thân,2. 2 năm,30,1. Thuộc sở hữu người vay,1. Có nợ xấu,2. 10<x<20,1. Cao học,6,0. Trả nợ đúng hạn,
122,1. nam,1. Việt Nam,256000,"229,000,000",2. mua nhà,1. Đã kết hôn,4. 4 năm,40,1. Thuộc sở hữu người vay,0. Không có nợ xấu,1. x<10,4. Khác,8,0. Trả nợ đúng hạn,
123,2. nữ,1. Việt Nam,432000,"420,100,000",3. mua xe,2. Độc thân,4. 4 năm,32,0. Không thuộc sở hữu người vay,1. Có nợ xấu,2. 10<x<20,4. Khác,9,1. Không trả nợ đúng hạn,
124,1. nam,1. Việt Nam,296000,"129,900,000",5. đầu tư chứng khoán,3. Ly hôn,5. Trên 5 năm,36,1. Thuộc sở hữu người vay,0. Không có nợ xấu,1. x<10,2. Đại học,12,0. Trả nợ đúng hạn,
125,2. nữ,1. Việt Nam,704000,"45,100,000",3. mua xe,3. Ly hôn,5. Trên 5 năm,37,0. Không thuộc sở hữu người vay,0. Không có nợ xấu,2. 10<x<20,2. Đại học,3,0. Trả nợ đúng hạn,
126,1. nam,1. Việt Nam,376000,"98,400,000",5. đầu tư chứng khoán,1. Đã kết hôn,3. 3 năm,31,1. Thuộc sở hữu người vay,0. Không có nợ xấu,4. x>30,4. Khác,15,1. Không trả nợ đúng hạn,
127,2. nữ,1. Việt Nam,608000,"179,600,000",3. mua xe,2. Độc thân,4. 4 năm,31,1. Thuộc sở hữu người vay,1. Có nợ xấu,2. 10<x<20,4. Khác,12,1. Không trả nợ đúng hạn,
128,1. nữ,1. Việt Nam,656000,"367,800,000",2. mua nhà,1. Đã kết hôn,4. 4 năm,36,1. Thuộc sở hữu người vay,0. Không có nợ xấu,3. 20<x<30,1. Cao học,3,0. Trả nợ đúng hạn,
129,2. nam,1. Việt Nam,192000,"460,500,000",5. đầu tư chứng khoán,2. Độc thân,3. 3 năm,29,1. Thuộc sở hữu người vay,0. Không có nợ xấu,1. x<10,2. Đại học,5,0. Trả nợ đúng hạn,
130,2. nam,1. Việt Nam,472000,"347,100,000",2. mua nhà,3. Ly hôn,5. Trên 5 năm,34,1. Thuộc sở hữu người vay,0. Không có nợ xấu,2. 10<x<20,2. Đại học,3,0. Trả nợ đúng hạn,
131,1. nam,1. Việt Nam,528000,"267,100,000",5. đầu tư chứng khoán,3. Ly hôn,5. Trên 5 năm,45,1. Thuộc sở hữu người vay,1. Có nợ xấu,2. 10<x<20,2. Đại học,5,0. Trả nợ đúng hạn,
132,2. nữ,2. Nước ngoài,632000,"420,200,000",4. học tập,2. Độc thân,2. 2 năm,25,0. Không thuộc sở hữu người vay,0. Không có nợ xấu,3. 20<x<30,2. Đại học,6,0. Trả nợ đúng hạn,
133,1. nam,2. Nước ngoài,568000,"164,300,000",2. mua nhà,1. Đã kết hôn,4. 4 năm,30,0. Không thuộc sở hữu người vay,0. Không có nợ xấu,4. x>30,1. Cao học,3,1. Không trả nợ đúng hạn,
134,2. nữ,1. Việt Nam,600000,"173,200,000",3. mua xe,1. Đã kết hôn,3. 3 năm,32,0. Không thuộc sở hữu người vay,1. Có nợ xấu,2. 10<x<20,3. Trung học phổ thông,9,0. Trả nợ đúng hạn,
135,2. nam,1. Việt Nam,416000,"398,800,000",4. học tập,2. Độc thân,3. 3 năm,29,1. Thuộc sở hữu người vay,0. Không có nợ xấu,4. x>30,2. Đại học,5,0. Trả nợ đúng hạn,
136,2. nữ,2. Nước ngoài,672000,"465,500,000",3. mua xe,2. Độc thân,2. 2 năm,28,1. Thuộc sở hữu người vay,0. Không có nợ xấu,4. x>30,3. Trung học phổ thông,10,0. Trả nợ đúng hạn,
137,2. nữ,1. Việt Nam,424000,"287,400,000",5. đầu tư chứng khoán,1. Đã kết hôn,5. Trên 5 năm,32,1. Thuộc sở hữu người vay,0. Không có nợ xấu,2. 10<x<20,1. Cao học,12,0. Trả nợ đúng hạn,
138,1. nam,1. Việt Nam,416000,"172,000,000",3. mua xe,2. Độc thân,1. 1 năm,17,0. Không thuộc sở hữu người vay,1. Có nợ xấu,3. 20<x<30,4. Khác,4,1. Không trả nợ đúng hạn,
139,2. nữ,1. Việt Nam,632000,"508,600,000",2. mua nhà,3. Ly hôn,5. Trên 5 năm,40,0. Không thuộc sở hữu người vay,1. Có nợ xấu,1. x<10,2. Đại học,12,0. Trả nợ đúng hạn,
140,1. nam,2. Nước ngoài,336000,"222,900,000",5. đầu tư chứng khoán,3. Ly hôn,5. Trên 5 năm,35,1. Thuộc sở hữu người vay,1. Có nợ xấu,3. 20<x<30,4. Khác,3,0. Trả nợ đúng hạn,
141,1. nam,1. Việt Nam,560000,"276,800,000",1. Tiêu dùng,2. Độc thân,1. 1 năm,25,0. Không thuộc sở hữu người vay,1. Có nợ xấu,2. 10<x<20,2. Đại học,5,1. Không trả nợ đúng hạn,
142,1. nam,1. Việt Nam,112000,"155,400,000",3. mua xe,1. Đã kết hôn,4. 4 năm,29,1. Thuộc sở hữu người vay,0. Không có nợ xấu,3. 20<x<30,4. Khác,12,1. Không trả nợ đúng hạn,
143,1. nam,1. Việt Nam,440000,"211,500,000",3. mua xe,1. Đã kết hôn,5. Trên 5 năm,45,1. Thuộc sở hữu người vay,0. Không có nợ xấu,4. x>30,4. Khác,15,0. Trả nợ đúng hạn,
144,2. nữ,1. Việt Nam,168000,"455,800,000",1. Tiêu dùng,2. Độc thân,2. 2 năm,30,1. Thuộc sở hữu người vay,1. Có nợ xấu,2. 10<x<20,1. Cao học,6,0. Trả nợ đúng hạn,
145,1. nam,1. Việt Nam,528000,"385,900,000",2. mua nhà,1. Đã kết hôn,4. 4 năm,40,1. Thuộc sở hữu người vay,0. Không có nợ xấu,3. 20<x<30,4. Khác,8,0. Trả nợ đúng hạn,
146,2. nữ,1. Việt Nam,104000,"158,500,000",3. mua xe,2. Độc thân,4. 4 năm,32,0. Không thuộc sở hữu người vay,1. Có nợ xấu,3. 20<x<30,4. Khác,9,0. Trả nợ đúng hạn,
147,1. nam,1. Việt Nam,280000,"456,700,000",5. đầu tư chứng khoán,3. Ly hôn,5. Trên 5 năm,36,1. Thuộc sở hữu người vay,0. Không có nợ xấu,4. x>30,2. Đại học,12,0. Trả nợ đúng hạn,
148,2. nữ,1. Việt Nam,240000,"509,000,000",3. mua xe,3. Ly hôn,5. Trên 5 năm,37,0. Không thuộc sở hữu người vay,0. Không có nợ xấu,2. 10<x<20,2. Đại học,3,0. Trả nợ đúng hạn,
149,1. nam,1. Việt Nam,440000,"49,200,000",5. đầu tư chứng khoán,1. Đã kết hôn,3. 3 năm,31,1. Thuộc sở hữu người vay,0. Không có nợ xấu,4. x>30,4. Khác,15,1. Không trả nợ đúng hạn,
150,2. nữ,1. Việt Nam,648000,"375,800,000",3. mua xe,2. Độc thân,4. 4 năm,31,1. Thuộc sở hữu người vay,1. Có nợ xấu,4. x>30,4. Khác,12,0. Trả nợ đúng hạn,
151,1. nữ,1. Việt Nam,208000,"558,200,000",2. mua nhà,1. Đã kết hôn,4. 4 năm,36,1. Thuộc sở hữu người vay,0. Không có nợ xấu,2. 10<x<20,1. Cao học,3,0. Trả nợ đúng hạn,
152,2. nam,1. Việt Nam,584000,"170,100,000",5. đầu tư chứng khoán,2. Độc thân,3. 3 năm,29,1. Thuộc sở hữu người vay,0. Không có nợ xấu,3. 20<x<30,2. Đại học,5,1. Không trả nợ đúng hạn,
153,2. nam,1. Việt Nam,640000,"345,000,000",2. mua nhà,3. Ly hôn,5. Trên 5 năm,34,1. Thuộc sở hữu người vay,0. Không có nợ xấu,1. x<10,2. Đại học,3,0. Trả nợ đúng hạn,
154,1. nam,1. Việt Nam,688000,"293,300,000",5. đầu tư chứng khoán,3. Ly hôn,5. Trên 5 năm,45,1. Thuộc sở hữu người vay,1. Có nợ xấu,3. 20<x<30,2. Đại học,5,0. Trả nợ đúng hạn,
155,2. nữ,2. Nước ngoài,480000,"133,100,000",4. học tập,2. Độc thân,2. 2 năm,25,0. Không thuộc sở hữu người vay,0. Không có nợ xấu,2. 10<x<20,2. Đại học,6,0. Trả nợ đúng hạn,
156,1. nam,2. Nước ngoài,776000,"181,300,000",2. mua nhà,1. Đã kết hôn,4. 4 năm,30,0. Không thuộc sở hữu người vay,0. Không có nợ xấu,3. 20<x<30,1. Cao học,3,1. Không trả nợ đúng hạn,
157,2. nữ,1. Việt Nam,368000,"67,900,000",3. mua xe,1. Đã kết hôn,3. 3 năm,32,0. Không thuộc sở hữu người vay,1. Có nợ xấu,4. x>30,3. Trung học phổ thông,9,0. Trả nợ đúng hạn,
158,2. nam,1. Việt Nam,512000,"138,200,000",4. học tập,2. Độc thân,3. 3 năm,29,1. Thuộc sở hữu người vay,0. Không có nợ xấu,2. 10<x<20,2. Đại học,5,1. Không trả nợ đúng hạn,
159,1. nam,1. Việt Nam,688000,"292,400,000",3. mua xe,1. Đã kết hôn,3. 3 năm,36,1. Thuộc sở hữu người vay,0. Không có nợ xấu,4. x>30,4. Khác,6,0. Trả nợ đúng hạn,
160,2. nữ,1. Việt Nam,144000,"91,000,000",2. mua nhà,2. Độc thân,5. Trên 5 năm,31,1. Thuộc sở hữu người vay,1. Có nợ xấu,2. 10<x<20,1. Cao học,12,0. Trả nợ đúng hạn,
161,2. nữ,1. Việt Nam,664000,"26,800,000",2. mua nhà,1. Đã kết hôn,3. 3 năm,32,0. Không thuộc sở hữu người vay,0. Không có nợ xấu,1. x<10,4. Khác,8,0. Trả nợ đúng hạn,
162,1. nam,1. Việt Nam,440000,"533,600,000",1. Tiêu dùng,2. Độc thân,2. 2 năm,25,1. Thuộc sở hữu người vay,0. Không có nợ xấu,2. 10<x<20,2. Đại học,9,0. Trả nợ đúng hạn,
163,2. nữ,1. Việt Nam,168000,"66,200,000",3. mua xe,1. Đã kết hôn,4. 4 năm,35,1. Thuộc sở hữu người vay,1. Có nợ xấu,1. x<10,1. Cao học,6,1. Không trả nợ đúng hạn,
164,2. nữ,1. Việt Nam,216000,"249,700,000",2. mua nhà,3. Ly hôn,5. Trên 5 năm,40,0. Không thuộc sở hữu người vay,1. Có nợ xấu,2. 10<x<20,2. Đại học,12,0. Trả nợ đúng hạn,
165,2. nữ,1. Việt Nam,744000,"517,500,000",3. mua xe,2. Độc thân,4. 4 năm,32,0. Không thuộc sở hữu người vay,1. Có nợ xấu,3. 20<x<30,4. Khác,9,0. Trả nợ đúng hạn,
166,1. nam,1. Việt Nam,608000,"242,900,000",5. đầu tư chứng khoán,3. Ly hôn,5. Trên 5 năm,36,1. Thuộc sở hữu người vay,0. Không có nợ xấu,4. x>30,2. Đại học,12,1. Không trả nợ đúng hạn,
167,2. nữ,1. Việt Nam,528000,"394,400,000",3. mua xe,3. Ly hôn,5. Trên 5 năm,37,0. Không thuộc sở hữu người vay,0. Không có nợ xấu,2. 10<x<20,2. Đại học,3,1. Không trả nợ đúng hạn,
168,1. nam,1. Việt Nam,456000,"355,400,000",5. đầu tư chứng khoán,1. Đã kết hôn,3. 3 năm,31,1. Thuộc sở hữu người vay,0. Không có nợ xấu,4. x>30,4. Khác,15,0. Trả nợ đúng hạn,
169,2. nữ,1. Việt Nam,600000,"597,600,000",3. mua xe,2. Độc thân,4. 4 năm,31,1. Thuộc sở hữu người vay,1. Có nợ xấu,4. x>30,4. Khác,12,0. Trả nợ đúng hạn,
170,1. nữ,1. Việt Nam,432000,"388,100,000",2. mua nhà,1. Đã kết hôn,4. 4 năm,36,1. Thuộc sở hữu người vay,0. Không có nợ xấu,2. 10<x<20,1. Cao học,3,0. Trả nợ đúng hạn,
171,2. nam,1. Việt Nam,424000,"72,600,000",5. đầu tư chứng khoán,2. Độc thân,3. 3 năm,29,1. Thuộc sở hữu người vay,0. Không có nợ xấu,3. 20<x<30,2. Đại học,5,0. Trả nợ đúng hạn,
172,2. nam,1. Việt Nam,440000,"563,400,000",2. mua nhà,3. Ly hôn,5. Trên 5 năm,34,1. Thuộc sở hữu người vay,0. Không có nợ xấu,1. x<10,2. Đại học,3,0. Trả nợ đúng hạn,
173,1. nam,1. Việt Nam,264000,"475,300,000",5. đầu tư chứng khoán,3. Ly hôn,5. Trên 5 năm,45,1. Thuộc sở hữu người vay,1. Có nợ xấu,3. 20<x<30,2. Đại học,5,0. Trả nợ đúng hạn,
174,2. nữ,2. Nước ngoài,192000,"317,600,000",4. học tập,2. Độc thân,2. 2 năm,25,0. Không thuộc sở hữu người vay,0. Không có nợ xấu,2. 10<x<20,2. Đại học,6,0. Trả nợ đúng hạn,
175,1. nam,2. Nước ngoài,416000,"456,900,000",2. mua nhà,1. Đã kết hôn,4. 4 năm,30,0. Không thuộc sở hữu người vay,0. Không có nợ xấu,3. 20<x<30,1. Cao học,3,0. Trả nợ đúng hạn,
176,2. nữ,1. Việt Nam,224000,"414,400,000",3. mua xe,1. Đã kết hôn,3. 3 năm,32,0. Không thuộc sở hữu người vay,1. Có nợ xấu,4. x>30,3. Trung học phổ thông,9,1. Không trả nợ đúng hạn,
177,2. nam,1. Việt Nam,344000,"214,200,000",4. học tập,2. Độc thân,3. 3 năm,29,1. Thuộc sở hữu người vay,0. Không có nợ xấu,2. 10<x<20,2. Đại học,5,0. Trả nợ đúng hạn,
178,1. nam,1. Việt Nam,504000,"367,700,000",3. mua xe,1. Đã kết hôn,3. 3 năm,36,1. Thuộc sở hữu người vay,0. Không có nợ xấu,4. x>30,4. Khác,6,0. Trả nợ đúng hạn,
179,2. nữ,1. Việt Nam,240000,"375,600,000",2. mua nhà,2. Độc thân,5. Trên 5 năm,31,1. Thuộc sở hữu người vay,1. Có nợ xấu,2. 10<x<20,1. Cao học,12,1. Không trả nợ đúng hạn,
180,2. nữ,1. Việt Nam,272000,"182,800,000",2. mua nhà,1. Đã kết hôn,3. 3 năm,32,0. Không thuộc sở hữu người vay,0. Không có nợ xấu,1. x<10,4. Khác,8,0. Trả nợ đúng hạn,
181,1. nam,1. Việt Nam,128000,"191,900,000",1. Tiêu dùng,2. Độc thân,2. 2 năm,25,1. Thuộc sở hữu người vay,0. Không có nợ xấu,2. 10<x<20,2. Đại học,9,0. Trả nợ đúng hạn,
182,2. nữ,1. Việt Nam,344000,"508,200,000",3. mua xe,1. Đã kết hôn,4. 4 năm,35,1. Thuộc sở hữu người vay,1. Có nợ xấu,1. x<10,1. Cao học,6,0. Trả nợ đúng hạn,
183,2. nữ,1. Việt Nam,144000,"583,500,000",2. mua nhà,3. Ly hôn,5. Trên 5 năm,40,0. Không thuộc sở hữu người vay,1. Có nợ xấu,2. 10<x<20,2. Đại học,12,1. Không trả nợ đúng hạn,
184,1. nam,2. Nước ngoài,312000,"463,600,000",5. đầu tư chứng khoán,3. Ly hôn,5. Trên 5 năm,35,1. Thuộc sở hữu người vay,1. Có nợ xấu,4. x>30,4. Khác,3,0. Trả nợ đúng hạn,
185,1. nam,1. Việt Nam,360000,"315,400,000",1. Tiêu dùng,2. Độc thân,1. 1 năm,25,0. Không thuộc sở hữu người vay,1. Có nợ xấu,2. 10<x<20,2. Đại học,5,1. Không trả nợ đúng hạn,
186,1. nam,1. Việt Nam,624000,"472,100,000",3. mua xe,1. Đã kết hôn,4. 4 năm,29,1. Thuộc sở hữu người vay,0. Không có nợ xấu,3. 20<x<30,4. Khác,12,0. Trả nợ đúng hạn,
187,1. nam,1. Việt Nam,240000,"590,400,000",3. mua xe,1. Đã kết hôn,5. Trên 5 năm,45,1. Thuộc sở hữu người vay,0. Không có nợ xấu,1. x<10,4. Khác,15,0. Trả nợ đúng hạn,
188,2. nữ,1. Việt Nam,776000,"327,300,000",1. Tiêu dùng,2. Độc thân,2. 2 năm,30,1. Thuộc sở hữu người vay,1. Có nợ xấu,2. 10<x<20,1. Cao học,6,0. Trả nợ đúng hạn,
189,1. nam,1. Việt Nam,384000,"376,200,000",2. mua nhà,1. Đã kết hôn,4. 4 năm,40,1. Thuộc sở hữu người vay,0. Không có nợ xấu,2. 10<x<20,4. Khác,8,0. Trả nợ đúng hạn,
190,2. nữ,1. Việt Nam,200000,"215,600,000",3. mua xe,2. Độc thân,4. 4 năm,32,0. Không thuộc sở hữu người vay,1. Có nợ xấu,3. 20<x<30,4. Khác,9,1. Không trả nợ đúng hạn,
191,1. nam,1. Việt Nam,616000,"221,300,000",5. đầu tư chứng khoán,3. Ly hôn,5. Trên 5 năm,36,1. Thuộc sở hữu người vay,0. Không có nợ xấu,4. x>30,2. Đại học,12,0. Trả nợ đúng hạn,
192,2. nữ,1. Việt Nam,616000,"307,500,000",3. mua xe,3. Ly hôn,5. Trên 5 năm,37,0. Không thuộc sở hữu người vay,0. Không có nợ xấu,2. 10<x<20,2. Đại học,3,0. Trả nợ đúng hạn,
193,1. nam,1. Việt Nam,664000,"295,800,000",5. đầu tư chứng khoán,1. Đã kết hôn,3. 3 năm,31,1. Thuộc sở hữu người vay,0. Không có nợ xấu,4. x>30,4. Khác,15,1. Không trả nợ đúng hạn,
194,2. nữ,1. Việt Nam,304000,"481,000,000",3. mua xe,2. Độc thân,4. 4 năm,31,1. Thuộc sở hữu người vay,1. Có nợ xấu,4. x>30,4. Khác,12,1. Không trả nợ đúng hạn,
195,1. nữ,1. Việt Nam,792000,"222,900,000",2. mua nhà,1. Đã kết hôn,4. 4 năm,36,1. Thuộc sở hữu người vay,0. Không có nợ xấu,2. 10<x<20,1. Cao học,3,0. Trả nợ đúng hạn,
196,2. nam,1. Việt Nam,440000,"270,100,000",5. đầu tư chứng khoán,2. Độc thân,3. 3 năm,29,1. Thuộc sở hữu người vay,0. Không có nợ xấu,3. 20<x<30,2. Đại học,5,0. Trả nợ đúng hạn,
197,2. nam,1. Việt Nam,312000,"597,600,000",2. mua nhà,3. Ly hôn,5. Trên 5 năm,34,1. Thuộc sở hữu người vay,0. Không có nợ xấu,1. x<10,2. Đại học,3,0. Trả nợ đúng hạn,
198,1. nam,1. Việt Nam,192000,"25,500,000",5. đầu tư chứng khoán,3. Ly hôn,5. Trên 5 năm,45,1. Thuộc sở hữu người vay,1. Có nợ xấu,3. 20<x<30,2. Đại học,5,0. Trả nợ đúng hạn,
199,2. nữ,2. Nước ngoài,368000,"384,500,000",4. học tập,2. Độc thân,2. 2 năm,25,0. Không thuộc sở hữu người vay,0. Không có nợ xấu,2. 10<x<20,2. Đại học,6,0. Trả nợ đúng hạn,
200,1. nam,2. Nước ngoài,144000,"438,300,000",2. mua nhà,1. Đã kết hôn,4. 4 năm,30,0. Không thuộc sở hữu người vay,0. Không có nợ xấu,3. 20<x<30,1. Cao học,3,0. Trả nợ đúng hạn,
201,2. nữ,1. Việt Nam,328000,"132,200,000",3. mua xe,1. Đã kết hôn,3. 3 năm,32,0. Không thuộc sở hữu người vay,1. Có nợ xấu,4. x>30,3. Trung học phổ thông,9,1. Không trả nợ đúng hạn,
202,2. nam,1. Việt Nam,776000,"176,400,000",4. học tập,2. Độc thân,3. 3 năm,29,1. Thuộc sở hữu người vay,0. Không có nợ xấu,2. 10<x<20,2. Đại học,5,0. Trả nợ đúng hạn,
203,2. nữ,2. Nước ngoài,752000,"60,000,000",3. mua xe,2. Độc thân,2. 2 năm,28,1. Thuộc sở hữu người vay,0. Không có nợ xấu,3. 20<x<30,3. Trung học phổ thông,10,0. Trả nợ đúng hạn,
204,2. nữ,1. Việt Nam,192000,"438,400,000",5. đầu tư chứng khoán,1. Đã kết hôn,5. Trên 5 năm,32,1. Thuộc sở hữu người vay,0. Không có nợ xấu,3. 20<x<30,1. Cao học,12,0. Trả nợ đúng hạn,
205,1. nam,1. Việt Nam,592000,"462,900,000",3. mua xe,2. Độc thân,1. 1 năm,17,0. Không thuộc sở hữu người vay,1. Có nợ xấu,3. 20<x<30,4. Khác,4,1. Không trả nợ đúng hạn,
206,2. nữ,1. Việt Nam,760000,"264,500,000",2. mua nhà,3. Ly hôn,5. Trên 5 năm,40,0. Không thuộc sở hữu người vay,1. Có nợ xấu,2. 10<x<20,2. Đại học,12,1. Không trả nợ đúng hạn,
207,1. nam,2. Nước ngoài,576000,"245,500,000",5. đầu tư chứng khoán,3. Ly hôn,5. Trên 5 năm,35,1. Thuộc sở hữu người vay,1. Có nợ xấu,4. x>30,4. Khác,3,0. Trả nợ đúng hạn,
208,1. nam,1. Việt Nam,648000,"150,700,000",1. Tiêu dùng,2. Độc thân,1. 1 năm,25,0. Không thuộc sở hữu người vay,1. Có nợ xấu,2. 10<x<20,2. Đại học,5,1. Không trả nợ đúng hạn,
209,1. nam,1. Việt Nam,208000,"329,900,000",3. mua xe,1. Đã kết hôn,4. 4 năm,29,1. Thuộc sở hữu người vay,0. Không có nợ xấu,3. 20<x<30,4. Khác,12,0. Trả nợ đúng hạn,
210,1. nam,1. Việt Nam,704000,"585,300,000",3. mua xe,1. Đã kết hôn,5. Trên 5 năm,45,1. Thuộc sở hữu người vay,0. Không có nợ xấu,1. x<10,4. Khác,15,0. Trả nợ đúng hạn,
211,2. nữ,1. Việt Nam,96000,"555,600,000",1. Tiêu dùng,2. Độc thân,2. 2 năm,30,1. Thuộc sở hữu người vay,1. Có nợ xấu,2. 10<x<20,1. Cao học,6,0. Trả nợ đúng hạn,
212,1. nam,1. Việt Nam,728000,"584,200,000",2. mua nhà,1. Đã kết hôn,4. 4 năm,40,1. Thuộc sở hữu người vay,0. Không có nợ xấu,2. 10<x<20,4. Khác,8,0. Trả nợ đúng hạn,
213,2. nữ,1. Việt Nam,624000,"293,100,000",3. mua xe,2. Độc thân,4. 4 năm,32,0. Không thuộc sở hữu người vay,1. Có nợ xấu,3. 20<x<30,4. Khác,9,1. Không trả nợ đúng hạn,
214,1. nam,1. Việt Nam,688000,"160,500,000",5. đầu tư chứng khoán,3. Ly hôn,5. Trên 5 năm,36,1. Thuộc sở hữu người vay,0. Không có nợ xấu,4. x>30,2. Đại học,12,0. Trả nợ đúng hạn,
